Loanapp_ID,Sex,Marital_Status,first_name,last_name,email,address,Dependents,Qual_var,SE,App_Income_1,App_Income_2,CPL_Amount,CPL_Term,Credit_His,INT_ID,Prev_ID,AGT_ID,Prop_Area
CPL002952,M,N,Tremayne,Longcake,tlongcakep6@prnewswire.com,410 Packers Alley,0,Grad,N,3000,0,135.6,360,1,1502006146,90-716-4460,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130401 Firefox/21.0,Urban
CPL002954,M,Y,Gan,Rhodef,grhodefp7@ibm.com,24440 Fieldstone Pass,2,Non Grad,N,3758.4,0,138,360,,679772189,93-091-2879,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.75 Safari/535.7",Rural
CPL002962,M,N,Lambert,Mouncher,lmouncherp9@house.gov,95090 High Crossing Junction,0,Grad,N,4800,3200.4,151.2,360,1,2875590499,61-488-5450,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Semi U
CPL002965,F,Y,Elsey,Collick,ecollickpa@epa.gov,610 Clemons Drive,0,Grad,N,10260,5106,189.6,360,,2368587918,21-346-8331,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3",Urban
CPL002969,M,Y,Woodie,Theyer,wtheyerpb@opensource.org,83 Spaight Parkway,1,Grad,N,2722.8,2600.4,117.6,360,1,7491162207,87-463-9341,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.2 (KHTML, like Gecko) Chrome/22.0.1216.0 Safari/537.2",Semi U
CPL002971,M,Y,Kendall,Stuttman,kstuttmanpc@yolasite.com,463 School Park,3+,Non Grad,Y,4810.8,2132.4,113,360,1,6577741441,06-834-0940,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.702.0 Chrome/12.0.702.0 Safari/534.24",Urban
CPL002975,M,Y,Brianna,Pash,bpashpd@deliciousdays.com,80 Forster Pass,0,Grad,N,4989.6,850.8,115,360,1,9721903779,86-581-4311,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.814.0 Chrome/14.0.814.0 Safari/535.1",Urban
CPL002980,M,N,Beniamino,Dreus,bdreuspg@nydailynews.com,615 Hallows Point,0,Grad,N,3900,2391.6,126,360,,5200766958,15-578-5734,"Mozilla/5.0 (X11; CrOS i686 2268.111.0) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Semi U
CPL002986,M,Y,Judd,Towsie,jtowsieph@altervista.org,85 Arapahoe Street,0,Grad,N,6000,2871.6,158,360,1,8258117459,61-064-0986,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Rural
CPL002989,M,N,Clerissa,Sarre,csarrepk@comcast.net,28876 Cambridge Pass,0,Grad,Y,11040,0,98,180,1,9787209609,87-766-7792,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
